id,legalName,RoadNameAddress,AdministrativeNeighborhood
3249,한고을,전북 군산시 경촌2길 36-10,조촌동
3250,금강산,전북 군산시 대명2길 13,흥남동
3251,샤방샤방,전북 군산시 요죽안2길 22,소룡동
3252,나뚜루,전북 군산시 수송로 185,수송동
3253,로데오쇼핑커피점,전북 군산시 중앙로 178,월명동
3254,청석골,전북 군산시 수송8길 20,수송동
3255,이야기속으로,전북 군산시 동국사길 4,월명동
3256,팔팔삼계탕,전북 군산시 구시장로 53,중앙동
3257,이삭토스트,전북 군산시 월명로 468,월명동
3258,귀빈산장,전북 군산시 은파순환길 84,나운3동
3259,장미김밥,전북 군산시 경암로 61,경암동
3260,현대페리카나통닭,전북 군산시 서당길 9,구암동
3261,소룡보신옥,전북 군산시 공단대로 616,소룡동
3262,국수가정말맛있어요,전북 군산시 미원로 104-1,흥남동
3263,본전집,전북 군산시 하나운안2길 6-4,나운1동
3264,해돋이해장국,전북 군산시 부곡4길 3,나운3동
3265,백년식당,전북 군산시 미원로 109,흥남동
3266,시루향기,전북 군산시 부골1길 1,조촌동
3267,군산대생협그라찌에,전북 군산시 대학로 558,나운3동
3268,청목,전북 군산시 구시장로 62,중앙동
3269,수정집,전북 군산시 오룡로 17,삼학동
3270,학사분식,전북 군산시 오룡로 20-1,삼학동
3271,고운해바라기,전북 군산시 하나운안1길 25,나운1동
3272,숙이네김밥,전북 군산시 경암로 48,경암동
3273,리무진,전북 군산시 해망로 217-2,월명동
3274,군산전복집,전북 군산시 칠성안2길 94-5,소룡동
3275,한씨네대가추어탕,전북 군산시 칠성안2길 32,미성동
3276,고가네아구,전북 군산시 상지곡1길 49-3,수송동
3277,모두의야식,전북 군산시 하나운로 122,나운2동
3278,김밥잔치,전북 군산시 공항로 42-1,소룡동
3279,둔산떡방아간,전북 군산시 옥구읍 둔산1길 82-6,옥구읍
3280,꼬꼬통닭,전북 군산시 해망로 17-5,흥남동
3281,봉구스밥버거,전북 군산시 대학로 539,나운3동
3282,용미장,전북 군산시 공항로 82-3,소룡동
3283,에스다방,전북 군산시 요죽길 61-31,소룡동
3284,부부식당,전북 군산시 서수면 항쟁로 204,서수면
3285,인천포차,전북 군산시 요죽안1길 38-23,소룡동
3286,몽실정,전북 군산시 신촌2길 4-6,조촌동
3287,잠깐만집,전북 군산시 동신영길 23,중앙동
3288,구름언덕,전북 군산시 현충로 33,나운3동
3289,부안바지락칼국수,전북 군산시 옥서면 옥구저수지로 242,옥서면
3290,유키,전북 군산시 소룡길 55,소룡동
3291,은파쉼터,전북 군산시 은파순환길 84,나운3동
3292,시골식당,전북 군산시 백토로 23,신풍동
3293,군산회집꽃게장,전북 군산시 내항2길 181,해신동
3294,미소와돈,전북 군산시 비응동로 82,소룡동
3295,일레븐하우스,전북 군산시 용둔길 1-10,나운3동
3296,등대옥,전북 군산시 옥도면 어청도길 71-3,옥도면
3297,장날숯불화로구이,전북 군산시 진포로 209,경암동
3298,진원식당,전북 군산시 옥서면 옥봉들3길 5,옥서면
3299,커피숍,전북 군산시 새만금북로 195,소룡동
3300,섬아구,전북 군산시 부곡1길 39-10,나운3동
3301,구어진닭,전북 군산시 조촌4길 37,조촌동
3302,맛그랑,전북 군산시 경암3길 54,경암동
3303,성환식당,전북 군산시 구영2길 46-4,월명동
3304,고량진미,전북 군산시 미원로 39-1,삼학동
3305,이레식당,전북 군산시 회현면 회현로 180,회현면
3306,피노키오스넥,전북 군산시 설림길 54-2,소룡동
3307,호동이네맛집,전북 군산시 분멀3길 34,소룡동
3308,처가집한방옻닭오리,전북 군산시 칠성6길 188,소룡동
3309,산호다방,전북 군산시 산북로 142,미성동
3310,우리분식,전북 군산시 경포1길 3,경암동
3311,도깨비전,전북 군산시 동아로 130,미성동
3312,경포천장어,전북 군산시 미장서로 100-5,수송동
3313,공주다방,전북 군산시 칠성안2길 95,소룡동
3314,맛있는소리,전북 군산시 팔마로 121,흥남동
3315,부자회집,전북 군산시 동메1길 10,수송동
3316,서원반점,전북 군산시 백릉안1길 12,조촌동
3317,조선치킨,전북 군산시 수송8길 25,수송동
3318,역전다방,전북 군산시 구암3.1로 7,흥남동
3319,조촌다방,전북 군산시 경촌2길 36-6,조촌동
3320,형제반점,전북 군산시 축동안길 69,수송동
3321,돼지우리,전북 군산시 동팔마길 40,흥남동
3322,실비돼지갈비,전북 군산시 구영7길 66-6,월명동
3323,현대식당,전북 군산시 옥도면 선유남길 37-3,옥도면
3324,새떡방아간,전북 군산시 진포3길 37,흥남동
3325,다향,전북 군산시 상지곡안4길 28,수송동
3326,대원회관,전북 군산시 해망로 23,흥남동
3327,국수나무,전북 군산시 월명로 260,수송동
3328,코렉스치킨전문점,전북 군산시 군산창길 24-5,해신동
3329,연안여객선터미널스넥코너,전북 군산시 임해로 378-8,소룡동
3330,장수촌,전북 군산시 서수면 황등서로 308-7,서수면
3331,개야도떡방아간,전북 군산시 옥도면 개야도3길 10-2,옥도면
3332,고향,전북 군산시 설림5길 46,소룡동
3333,무궁화다방,전북 군산시 검다메안길 6-8,조촌동
3334,대방촌,전북 군산시 소룡1길 18,소룡동
3335,대명각,전북 군산시 해망로 17-3,흥남동
3336,이레베이커리,전북 군산시 설림2길 3,소룡동
3337,명궁칼국수,전북 군산시 구영4길 44,월명동
3338,여럿이함께,전북 군산시 축동로 174,삼학동
3339,땡칠네분식,전북 군산시 양안1길 10,조촌동
3340,행복호떡,전북 군산시 청소년회관로 50,신풍동
3341,양푼스토리,전북 군산시 수송안1길 15-8,수송동
3342,멕시카나,전북 군산시 조촌로 90,조촌동
3343,7575,전북 군산시 임피면 호원대3길 54,임피면
3344,군산뷔페일품,전북 군산시 칠성2길 43,미성동
3345,성연분식,전북 군산시 요죽4길 15-7,소룡동
3346,장수국수,전북 군산시 하나운3길 12,나운1동
3347,파티오,전북 군산시 새만금북로 435,소룡동
3348,사우나,전북 군산시 새만금북로 435,소룡동
3349,즐겨찾기,전북 군산시 나운로 61,나운2동
3350,더블유바리스타,전북 군산시 동령길 21,월명동
3351,해순수산,전북 군산시 내항2길 216,해신동
3352,보드게임까페,전북 군산시 미제1길 18,나운3동
3353,효경물산,전북 군산시 해망로 340,해신동
3354,화흥상회,전북 군산시 신금길 18,중앙동
3355,아하그집,전북 군산시 축동안길 67,수송동
3356,추억의과자,전북 군산시 신금길 18,중앙동
3357,메주네포차,전북 군산시 하나운안2길 6-4,나운1동
3358,여행,전북 군산시 부원로 103,미성동
3359,캔모아생과일이야기,전북 군산시 중앙로 152,월명동
3360,차이홍,전북 군산시 번영로 344,개정동
3361,돼지랑오리랑,전북 군산시 설림안2길 48,소룡동
3362,TheMoB,전북 군산시 대학로 321,나운1동
3363,산마루식당,전북 군산시 공항로 385,미성동
3364,기억나눔커피,전북 군산시 나운2길 42,나운2동
3365,자유로베이커리,전북 군산시 부골2길 67,조촌동
3366,맘스꼬마김밥,전북 군산시 신지길 10,수송동
3367,멕시칸치킨,전북 군산시 칠성안2길 37,미성동
3368,천둥소리,전북 군산시 부곡로 125,나운3동
3369,뒤푸리,전북 군산시 삼학1길 38-1,삼학동
3370,변두리식당,전북 군산시 칠성안1길 30,미성동
3371,명산양푼왕갈비,전북 군산시 거석길 9-1,월명동
3372,산북우돈가,전북 군산시 산북로 88,미성동
3373,에덴,전북 군산시 칠성안1길 32,미성동
3374,소라아구복,전북 군산시 솔꼬지3길 30,소룡동
3375,양평해장국,전북 군산시 공항로 118,미성동
3376,하대감고깃집,전북 군산시 동수송5길 14,수송동
3377,힐링,전북 군산시 수송안11길 18,수송동
3378,우정명태,전북 군산시 수송안11길 25-1,수송동
3379,호오떡,전북 군산시 용둔길 6,나운3동
3380,하모니,전북 군산시 장미2길 11,월명동
3381,신포우리만두,전북 군산시 동아로 163,소룡동
3382,호아네김밥만두,전북 군산시 대야면 석화로 1,대야면
3383,남선도기,전북 군산시 신영2길 3,중앙동
3384,안젤라분식,전북 군산시 구영5길 118-14,월명동
3385,강남산업개발,전북 군산시 옥구읍 수왕길 32-10,옥구읍
3386,숙이분식,전북 군산시 경암로 48,경암동
3387,미향수산,전북 군산시 동신영길 36,중앙동
3388,군산기상대,전북 군산시 거척길 3-60,구암동
3389,배터지는생돈까스,전북 군산시 칠성5길 30,나운3동
3390,짱구만두분식,전북 군산시 중정길 50,월명동
3391,땡그리분식,전북 군산시 신설로 9,나운1동
3392,원앙꽃게장,전북 군산시 하신2길 11,나운1동
3393,똑순이식당,전북 군산시 생멀로 27,소룡동
3394,개미기사식당,전북 군산시 외항로 11,미성동
3395,성하식당,전북 군산시 대야면 대야관통로 60-1,대야면
3396,군산식당,전북 군산시 신촌2길 4-3,조촌동
3397,신아식당,전북 군산시 경촌안3길 1-11,조촌동
3398,신석정갈비,전북 군산시 서흥1길 3,신풍동
3399,오리마당,전북 군산시 진포로 154-2,조촌동
3400,콩사랑순두부,전북 군산시 임피면 동군산로 744,임피면
3401,군산식당,전북 군산시 대야면 백마길 13,대야면
3402,한성식당,전북 군산시 성산면 오성로 294,성산면
3403,완산골명가,전북 군산시 문화로 21,신풍동
3404,장원숯불갈비,전북 군산시 해망로 69-3,경암동
3405,왕궁정,전북 군산시 부곡1길 38,나운3동
3406,자연촌,전북 군산시 하나운3길 20,나운1동
3407,터주대감,전북 군산시 구영6길 117,월명동
3408,두꺼비식당,전북 군산시 구영5길 113,월명동
3409,일만냥집,전북 군산시 구영6길 117,월명동
3410,덕수궁,전북 군산시 구영7길 52,월명동
3411,진영식당,전북 군산시 구영5길 109,월명동
3412,놀부식당,전북 군산시 구영5길 117-3,월명동
3413,보리밥야식,전북 군산시 구영4길 26,월명동
3414,오란다식당,전북 군산시 구영7길 4,월명동
3415,청기와야식,전북 군산시 부곡4길 5,나운3동
3416,오향아구탕,전북 군산시 구영6길 118,월명동
3417,풍조숯불갈비,전북 군산시 양안로 97,조촌동
3418,무지개식당,전북 군산시 구영6길 117-5,월명동
3419,우리집,전북 군산시 하나운안2길 12,나운1동
3420,평양온반,전북 군산시 법원로 50,조촌동
3421,주막집,전북 군산시 구영7길 103-2,월명동
3422,황토집,전북 군산시 구영7길 32-1,월명동
3423,하얀집,전북 군산시 구영6길 101-4,월명동
3424,김밥촌,전북 군산시 구영7길 66-5,월명동
3425,유원분식,전북 군산시 부곡1길 39,나운3동
3426,설가네조개구이전문점,전북 군산시 한밭1길 43,나운3동
3427,멕시칸양념치킨,전북 군산시 경촌3길 23,경암동
3428,홍천칡냉면,전북 군산시 부곡5길 18,나운3동
3429,바게뜨베이커리,전북 군산시 백릉로 46,조촌동
3430,치킨파티,전북 군산시 서흥2길 57,흥남동
3431,싱글벙글식당,전북 군산시 부곡1길 39-8,나운3동
3432,BHC치킨,전북 군산시 은파순환길 76,나운3동
3433,한솥도시락,전북 군산시 오룡로 22,삼학동
3434,원산냉면,전북 군산시 경포천서길 81-2,경암동
3435,도쿄,전북 군산시 부곡4길 5,나운3동
3436,월드다방,전북 군산시 부곡5길 18,나운3동
3437,2002호프,전북 군산시 구영2길 31,월명동
3438,요거프레소,전북 군산시 백토로 233,수송동
3439,넥스호프,전북 군산시 나운로 89,나운2동
3440,메세지,전북 군산시 동령길 50-3,월명동
3441,장수통닭,전북 군산시 경암5길 88,경암동
3442,굽네치킨,전북 군산시 부골2길 53,조촌동
3443,모산방,전북 군산시 구영3길 63,월명동
3444,닐바나,전북 군산시 구영7길 111,월명동
3445,지리산칡냉면,전북 군산시 미원로 24,삼학동
3446,뚜레쥬르군산수송공원,전북 군산시 수송동로 79,수송동
3447,뚜레쥬르,전북 군산시 하나운안1길 37-1,나운1동
3448,BHC치킨,전북 군산시 황룡로 71-4,나운3동
3449,맛나통닭,전북 군산시 구영6길 110,월명동
3450,프로방즈,전북 군산시 중정길 64,월명동
3451,엘베강생맥주,전북 군산시 구영3길 39,월명동
3452,교촌치킨,전북 군산시 수송로 71,나운2동
3453,BBQ치킨,전북 군산시 미룡로 22,나운3동
3454,아일랜드레스토랑,전북 군산시 장미1길 27,월명동
3455,구어스치킨,전북 군산시 나운로 4,신풍동
3456,청기와아구복찜,전북 군산시 조촌4길 24-4,조촌동
3457,페리카나,전북 군산시 서당길 19,구암동
3458,베리웰치킨,전북 군산시 월명로 333,흥남동
3459,멕시칸치킨,전북 군산시 동아로 134-8,미성동
3460,아딸,전북 군산시 백토로 113,나운2동
3461,티바두마리,전북 군산시 의료원로 136,나운3동
3462,멕시카나,전북 군산시 나운안2길 1,나운2동
3463,흥미식당,전북 군산시 동팔마길 13,흥남동
3464,그린반점,전북 군산시 회현면 회현로 178,회현면
3465,뚱뚱이할머니족발보쌈,전북 군산시 경기장로 151,조촌동
3466,홍영장,전북 군산시 동령길 42,월명동
3467,영해루,전북 군산시 중앙로 257,해신동
3468,하제끝집,전북 군산시 옥서면 난산2길 6-6,옥서면
3469,아우토반레스토랑,전북 군산시 대학로 52,월명동
3470,대동송이게장,전북 군산시 번영로 121,조촌동
3471,장터왕족발,전북 군산시 구영5길 116,월명동
3472,김밥천국,전북 군산시 미원로 54-1,삼학동
3473,백두산횟집,전북 군산시 축동로 112,나운2동
3474,군산할머니해장국,전북 군산시 구시장로 3,흥남동
3475,청솔반점,전북 군산시 미장서로 152-1,수송동
3476,곱창철판볶음,전북 군산시 하나운3길 14,나운1동
3477,티바두마리,전북 군산시 서흥2길 57,흥남동
3478,마당쇠보쌈,전북 군산시 문화로 37,신풍동
3479,하제방파제집,전북 군산시 옥서면 난산2길 6-8,옥서면
