id,legalName,RoadNameAddress,AdministrativeNeighborhood
2773,옥곤떡방아간,전북 군산시 나포면 십자들로 650,나포면
2774,신금호다방,전북 군산시 법원로 81,조촌동
2775,한국식당,전북 군산시 외항로 325,미성동
2776,폭풍전야,전북 군산시 구암3.1로 68-1,경암동
2777,처갓집양념치킨,전북 군산시 조촌로 68,조촌동
2778,보물섬식당,전북 군산시 옥도면 어청도길 63-2,옥도면
2779,천정식당,전북 군산시 백릉4길 7,조촌동
2780,미소야,전북 군산시 수송로 185,수송동
2781,우리들분식,전북 군산시 경암4길 3,경암동
2782,겨울바다,전북 군산시 내항2길 121,해신동
2783,오스카,전북 군산시 임사길 71,미성동
2784,생수식당,전북 군산시 상나운1길 20,나운1동
2785,우리떡집,전북 군산시 군산창길 24-5,해신동
2786,빵사랑도너츠,전북 군산시 문화로 27,신풍동
2787,맛나식당,전북 군산시 명산길 1,월명동
2788,조씨네바베큐,전북 군산시 개정면 충량2길 12,개정면
2789,정주식당,전북 군산시 검다메1길 17-8,조촌동
2790,성일식당,전북 군산시 성산면 동군산로 28-1,성산면
2791,미소한우식당,전북 군산시 임피면 계남1길 52,임피면
2792,한우마을,전북 군산시 임피면 동군산로 708,임피면
2793,서진해물곱돌솥밥,전북 군산시 구영6길 72,월명동
2794,화,전북 군산시 신지길 20,수송동
2795,피자굼터,전북 군산시 백토로 116,나운2동
2796,평원네집,전북 군산시 월명로 384,흥남동
2797,오병떡방,전북 군산시 하나운안1길 51,나운1동
2798,서포떡방아간,전북 군산시 나포면 서왕길 19,나포면
2799,경포식당,전북 군산시 경암로 48,경암동
2800,해성식당,전북 군산시 해망로 146-17,중앙동
2801,대흥떡방아간,전북 군산시 대야면 대야시장로 7,대야면
2802,한마음식당,전북 군산시 싸전길 15-1,중앙동
2803,제일떡방아간,전북 군산시 대야면 대야시장로 14,대야면
2804,투맨,전북 군산시 구영7길 66-4,월명동
2805,제일촌,전북 군산시 구영7길 133-7,월명동
2806,발산식당,전북 군산시 개정면 바르메길 62,개정면
2807,햇살분식,전북 군산시 신설로 26,나운1동
2808,옛날다방,전북 군산시 법원로 87,조촌동
2809,해돋지커피숍,전북 군산시 해망로 214,월명동
2810,깐치뎅이,전북 군산시 회현면 회현로 178,회현면
2811,고향식당,전북 군산시 경암3길 37,경암동
2812,신장산떡방아간,전북 군산시 개정면 신장산길 20,개정면
2813,못참아그파닭더탕수육,전북 군산시 소룡안3길 29,소룡동
2814,길정,전북 군산시 월명로 305,수송동
2815,궁전제과,전북 군산시 경암로 63,경암동
2816,저수지매운탕,전북 군산시 임피면 축성로 104,임피면
2817,까페마망,전북 군산시 축동로 19,수송동
2818,남도백반,전북 군산시 산단남북로 222,소룡동
2819,불향낙지,전북 군산시 수송안4길 16,수송동
2820,소리노래타운,전북 군산시 부곡4길 26,나운3동
2821,만남스넥,전북 군산시 대학로 67-3,월명동
2822,금강매운탕,전북 군산시 공단대로 121-27,수송동
2823,돈수레,전북 군산시 축동로 195,삼학동
2824,샘터,전북 군산시 칠성4길 193,소룡동
2825,대명참숯불구이,전북 군산시 부곡로 125,나운3동
2826,터미널다방,전북 군산시 해망로 18,경암동
2827,천광참게,전북 군산시 경포천동길 14-1,경암동
2828,성하숯불갈비,전북 군산시 대야면 대야관통로 63,대야면
2829,바우향,전북 군산시 동지곡길 40,수송동
2830,은파귀빈,전북 군산시 은파순환길 84,나운3동
2831,데니스피자모아양념통닭,전북 군산시 대야면 대야관통로 74,대야면
2832,커피와나무,전북 군산시 공항로 42-1,소룡동
2833,만남치킨,전북 군산시 미룡로 46,나운3동
2834,군산칼국수,전북 군산시 경암로 49,경암동
2835,구암국밥,전북 군산시 구암3.1로 213,구암동
2836,프로스트,전북 군산시 가도로 193,소룡동
2837,향촌국수,전북 군산시 옥산면 옥산로 223,옥산면
2838,앨베강,전북 군산시 동아로 138,미성동
2839,가족가든,전북 군산시 성산면 둔덕1길 5-4,성산면
2840,고래면옥,전북 군산시 수송로 185,수송동
2841,뽕나무집,전북 군산시 백토로 284-22,나운3동
2842,배터지는생돈까스,전북 군산시 부곡로 124,나운3동
2843,태백원,전북 군산시 해망로 13-1,흥남동
2844,왕뚜껑생삼겹살,전북 군산시 요죽3길 36,소룡동
2845,케니지,전북 군산시 칠성안2길 95,소룡동
2846,동아리꼬치구이전문점,전북 군산시 서당길 26,구암동
2847,다리회관,전북 군산시 경암1길 25,조촌동
2848,야자수,전북 군산시 삼학안1길 16,삼학동
2849,만복식당,전북 군산시 부곡로 140-4,미성동
2850,정석통바베큐족구이,전북 군산시 은파순환길 156-9,나운3동
2851,풍미생고기,전북 군산시 구영7길 64,월명동
2852,복돼지순대,전북 군산시 수송안5길 3,수송동
2853,영하우스,전북 군산시 미제길 46,나운3동
2854,애선,전북 군산시 남수송5길 50-4,수송동
2855,바다장어보양탕,전북 군산시 중앙로 18-7,흥남동
2856,야미도횟집,전북 군산시 옥도면 야미도4길 38-8,옥도면
2857,이바돔감자탕군산수송점,전북 군산시 월명로 255,수송동
2858,맥칸양념통닭,전북 군산시 구영6길 124,월명동
2859,사하라,전북 군산시 평화길 132,월명동
2860,불타는명태찜,전북 군산시 경촌2길 38,조촌동
2861,캠퍼스식당,전북 군산시 성산면 십자들로 41,성산면
2862,코끼리식당,전북 군산시 팔마로 123,흥남동
2863,한일알이에스롯데리아,전북 군산시 서수송1길 2,나운2동
2864,1박2일,전북 군산시 비응로 36,소룡동
2865,왕만두,전북 군산시 아리랑로 11,월명동
2866,오양참치,전북 군산시 상지곡안3길 32,수송동
2867,스타벅스,전북 군산시 수송로 195,수송동
2868,폭시노래주점,전북 군산시 구영5길 136,월명동
2869,왠통닭,전북 군산시 월명로 343,흥남동
2870,조은식당,전북 군산시 백토로 43,신풍동
2871,욕쟁이할매보신탕,전북 군산시 진포로 139,조촌동
2872,시골마당,전북 군산시 부골2길 49,조촌동
2873,천하맛일품,전북 군산시 동검다메길 35,조촌동
2874,훈이네,전북 군산시 구영5길 118-1,월명동
2875,동부다방,전북 군산시 경암로 49,경암동
2876,우정반점,전북 군산시 자유로 135-27,소룡동
2877,지호식당,전북 군산시 가도로 202,소룡동
2878,충청도횟집,전북 군산시 내항2길 216,해신동
2879,장미식당,전북 군산시 옥도면 어청도길 75,옥도면
2880,뽀빠이냉면,전북 군산시 상지곡안1길 22,수송동
2881,다빈,전북 군산시 비응남로 111,소룡동
2882,애플트리호텔,전북 군산시 가도안1길 17,소룡동
2883,대호,전북 군산시 창성3길 12,월명동
2884,대학로맛고기식당,전북 군산시 미제길 25,나운3동
2885,진희촌,전북 군산시 대야면 대야관통로 136,대야면
2886,평강칼국수,전북 군산시 동팔마길 50-1,흥남동
2887,투다리,전북 군산시 동아로 140,미성동
2888,아딸,전북 군산시 황룡로 10,나운3동
2889,양자강해물짬뽕,전북 군산시 임피면 서원석곡로 586,임피면
2890,송죽식당,전북 군산시 해망로 163,중앙동
2891,양언니식당,전북 군산시 가도로 189,소룡동
2892,명산옥,전북 군산시 청소년회관로 4,신풍동
2893,가야닭발,전북 군산시 칠성안1길 17,미성동
2894,별미백반생선탕,전북 군산시 미제길 22,나운3동
2895,죠스,전북 군산시 하나운안1길 39-1,나운1동
2896,파랑돔횟집,전북 군산시 비응로 24,소룡동
2897,전원마을돌솥쌈밥,전북 군산시 남수송4길 6,수송동
2898,전주식콩나물국밥시루향기,전북 군산시 수송안길 23,수송동
2899,푸른둥지,전북 군산시 미장서로 136-4,수송동
2900,토실배기,전북 군산시 상지곡안4길 7-1,수송동
2901,멕시칸통닭,전북 군산시 경촌1길 56,경암동
2902,정이네철판볶음밥,전북 군산시 임피면 호원대3길 54,임피면
2903,웅이집,전북 군산시 신촌2길 8-4,조촌동
2904,별미콩나물국밥,전북 군산시 검다메2길 3,조촌동
2905,호돌네식당,전북 군산시 소룡2길 38,소룡동
2906,그린다방,전북 군산시 서흥안길 151,흥남동
2907,콩마을,전북 군산시 안정길 15-11,구암동
2908,중앙식당,전북 군산시 해망로 146-27,중앙동
2909,멕시카나,전북 군산시 해망로 606,소룡동
2910,이어도식당,전북 군산시 해망로 57,경암동
2911,토성곱창,전북 군산시 황룡로 71-4,나운3동
2912,고수닭갈비,전북 군산시 동수송안길 31,수송동
2913,해피투게더,전북 군산시 팔마로 182,흥남동
2914,뚜레쥬르,전북 군산시 의료원로 131,나운3동
2915,미원동할매곱창,전북 군산시 칠성4길 146,미성동
2916,목살집,전북 군산시 나운3길 4-4,나운2동
2917,나누리식당매점,전북 군산시 축동로 72,수송동
2918,나드리김밥,전북 군산시 신지길 11,수송동
2919,뚜레쥬르,전북 군산시 수송로 48,나운2동
2920,청나라,전북 군산시 서수면 항쟁로 223,서수면
2921,부흥식당,전북 군산시 구영2길 31,월명동
2922,메밀사랑,전북 군산시 신금길 18,중앙동
2923,구멍가게,전북 군산시 칠성안1길 17,미성동
2924,시골부뚜막,전북 군산시 성산면 십자들로 167,성산면
2925,충남칼국수,전북 군산시 신금길 18,중앙동
2926,본향의맛떡방앗간,전북 군산시 칠성5길 25,나운3동
2927,콩불,전북 군산시 나운안길 34,나운2동
2928,빵빵한하루,전북 군산시 중앙로 108,중앙동
2929,도싯골,전북 군산시 가도로 201,소룡동
2930,고향칼국수,전북 군산시 경암로 48,경암동
2931,스타벅스,전북 군산시 황룡로 7,나운3동
2932,에비뉴,전북 군산시 수송북로 7,수송동
2933,양철지붕,전북 군산시 중앙로 19,흥남동
2934,라셀,전북 군산시 칠성안2길 94-3,소룡동
2935,두레반,전북 군산시 칠성7길 80,미성동
2936,커피아일랜드,전북 군산시 비응로 37,소룡동
2937,리에또쿠치나,전북 군산시 부골2길 39,조촌동
2938,베이커리쉐어카페,전북 군산시 서흥안길 50,흥남동
2939,커피벨리,전북 군산시 백토로 231,수송동
2940,반갑다친구야,전북 군산시 상나운3길 30-3,나운1동
2941,본도시락,전북 군산시 월명로 215,수송동
2942,짚터,전북 군산시 동수송3길 17,수송동
2943,명인임실치즈피자,전북 군산시 상지곡안1길 34,수송동
2944,화,전북 군산시 평화길 100-1,중앙동
2945,아리랑,전북 군산시 해망로 224,월명동
2946,신영식당,전북 군산시 신영3길 1-2,중앙동
2947,국화다방,전북 군산시 공단대로 462,나운1동
2948,죽이야기,전북 군산시 조촌4길 11,조촌동
2949,떡보의하루,전북 군산시 월명로 215,수송동
2950,처갓집양념치킨,전북 군산시 칠성안1길 17,미성동
2951,써브웨이,전북 군산시 공단대로 374,나운2동
2952,우정떡방앗간,전북 군산시 서흥길 16,신풍동
2953,까르르,전북 군산시 중앙로 226,해신동
2954,복사골옛날김치찌개,전북 군산시 수송안8길 19,수송동
2955,진수성찬,전북 군산시 법원로 17,조촌동
2956,아워스그릴드버거,전북 군산시 축동로 33,수송동
2957,초가마루,전북 군산시 팔마로 203,흥남동
2958,콩뜰,전북 군산시 구영7길 21-9,월명동
2959,푸른숲쌈밥,전북 군산시 진포로 167,조촌동
2960,가마솥순대,전북 군산시 대학로 316,나운1동
2961,삼은갈비,전북 군산시 상지곡안4길 42,수송동
2962,셰프하우스,전북 군산시 원산북2길 37,미성동
2963,신포청천,전북 군산시 대학로 151,신풍동
2964,조커가요주점,전북 군산시 부곡4길 11-1,나운3동
2965,원조식당,전북 군산시 구암3.1로 215,구암동
2966,골목다방,전북 군산시 약전길 30-1,중앙동
2967,엄마손김밥,전북 군산시 임피면 서원석곡로 603,임피면
2968,우사랑,전북 군산시 대야면 대야관통로 90,대야면
2969,민속두부마을,전북 군산시 부곡5길 6-3,나운3동
2970,장터분식,전북 군산시 대학로 131-1,신풍동
2971,일품한우,전북 군산시 백릉로 112,조촌동
2972,새참마을,전북 군산시 공항로 40,소룡동
2973,곰돌이네,전북 군산시 한밭1길 19,나운3동
2974,윤씨네24시해장국,전북 군산시 부곡5길 19,나운3동
2975,정문분식,전북 군산시 문화안길 50,신풍동
2976,소룡맛집,전북 군산시 풍전5길 36-7,소룡동
2977,서수해장국,전북 군산시 서수면 남산로 306,서수면
2978,농장숯불갈비,전북 군산시 팔마로 96-3,흥남동
2979,성수다방,전북 군산시 소룡1길 45,소룡동
2980,귀빈성,전북 군산시 조촌5길 69,조촌동
2981,제일떡방아간,전북 군산시 회현면 대위로 375,회현면
2982,주연떡방아간,전북 군산시 개정면 아동남로 23,개정면
2983,훼밀리노래주점,전북 군산시 백릉2길 5,조촌동
2984,정원,전북 군산시 비응6길 107,소룡동
2985,그린반점,전북 군산시 회현면 광지산길 3,회현면
2986,예향수산,전북 군산시 비응동로 59,소룡동
2987,루디아김밥,전북 군산시 문화로 70,수송동
2988,보석정,전북 군산시 상지곡안4길 1,수송동
2989,옛날팥죽,전북 군산시 대학로 281,나운1동
2990,야끼,전북 군산시 동수송7길 8,수송동
2991,명가돌판삼겹살,전북 군산시 상신안길 20,나운1동
2992,전주식당,전북 군산시 비응로 76,소룡동
2993,바다회집,전북 군산시 옥도면 선유도1길 220,옥도면
2994,체리보이,전북 군산시 임사길 71,미성동
2995,죽고을,전북 군산시 당북길 5,수송동
2996,꿀벌다방,전북 군산시 경포천동길 24,경암동
2997,커피앤스낵,전북 군산시 가도로 181,소룡동
2998,금동식당,전북 군산시 중앙로 223-2,해신동
2999,조아식당,전북 군산시 문화1길 53,신풍동
3000,화돈,전북 군산시 나운안2길 9-5,나운2동
3001,노을,전북 군산시 진포로 213,경암동
3002,교동국수,전북 군산시 칠성로 165,소룡동
3003,엄마손칼국수,전북 군산시 백토로 76,신풍동
3004,신토불이떡방아간,전북 군산시 칠성안3길 8,미성동
3005,정석통바베큐족구이,전북 군산시 양안로 103,조촌동
3006,옛날통닭,전북 군산시 공항로 69,소룡동
3007,객잔,전북 군산시 공항로 68,소룡동
3008,군산갈치,전북 군산시 부곡1길 50,나운3동
3009,선제통닭,전북 군산시 옥구읍 옥구로 20,옥구읍
3010,피자천국,전북 군산시 대학로 207,신풍동
3011,왕궁해물칼국수,전북 군산시 양안로 46,조촌동
3012,엄마손칼국수,전북 군산시 양안로 117,조촌동
3013,송정식당,전북 군산시 구암3.1로 6-3,흥남동
3014,이브휴게실다방,전북 군산시 옥서면 옥구저수지로 223,옥서면
3015,설가네칼국수,전북 군산시 축동로 59,나운2동
3016,대인식당,전북 군산시 신평1길 11,수송동
3017,삼거리식당,전북 군산시 옥서면 옥봉들3길 7,옥서면
3018,우리식당,전북 군산시 대야면 만자로 52,대야면
3019,군산산업단지식당,전북 군산시 산단남북로 169,소룡동
3020,북경반점,전북 군산시 오룡로 63-1,월명동
3021,철따라맛따라,전북 군산시 요죽4길 24,소룡동
3022,참숯몽땅야식,전북 군산시 소룡2길 52-1,소룡동
3023,빵굽는아저씨,전북 군산시 오룡로 65-1,월명동
3024,제일가든,전북 군산시 나포면 등동1길 21,나포면
3025,믿음떡방앗간,전북 군산시 대야면 대야관통로 62,대야면
3026,제일식당,전북 군산시 동팔마길 3-1,흥남동
3027,필단란주점,전북 군산시 임사길 71,미성동
3028,신사가요주점,전북 군산시 구영5길 76,월명동
3029,이포크.고기백화점,전북 군산시 미원로 61,삼학동
3030,벌다방,전북 군산시 구영4길 5,월명동
3031,꽃보다소,전북 군산시 칠성7길 105,소룡동
3032,김밥이야기,전북 군산시 의료원로 147,나운3동
3033,조한현의복짓는만두,전북 군산시 하나운로 37,나운2동
3034,문난이식당,전북 군산시 문화2길 15-2,신풍동
3035,로타리식당,전북 군산시 해망로 61,경암동
3036,순돌이곱창,전북 군산시 중정길 65-9,월명동
3037,물문떡방아간,전북 군산시 구암3.1로 67,경암동
3038,삐용단란주점,전북 군산시 비응로 36,소룡동
3039,제일식당,전북 군산시 임피면 동군산로 708,임피면
3040,동명식당,전북 군산시 구영4길 13,월명동
3041,킹스타,전북 군산시 대학로 339,나운1동
3042,골목길,전북 군산시 미원로 57,삼학동
3043,수산시장회집,전북 군산시 옥산면 용호길 26,옥산면
3044,대정소바,전북 군산시 구영7길 36,월명동
3045,우일식당,전북 군산시 팔마로 128,흥남동
3046,바이킹통닭,전북 군산시 축동안2길 39,나운2동
3047,뽀빠이분식,전북 군산시 임사길 71,미성동
3048,전라북도군산의료원장례식장식당,전북 군산시 의료원로 27,수송동
3049,너랑나랑,전북 군산시 소룡안3길 27,미성동
3050,사랑방통닭,전북 군산시 나포면 십자들로 651,나포면
3051,군산홍어,전북 군산시 남수송5길 22,수송동
3052,조여사김밥,전북 군산시 수송남로 22,수송동
3053,군일분식,전북 군산시 삼학8길 31,삼학동
3054,일풍식당,전북 군산시 서흥1길 9,신풍동
3055,엔제리너스,전북 군산시 수송6길 3,수송동
3056,뚜껑,전북 군산시 칠성7길 85,미성동
3057,중동칼국수,전북 군산시 신금길 49,중앙동
3058,정산북해장국,전북 군산시 칠성안1길 15,미성동
3059,금동다방,전북 군산시 군산창길 40,해신동
3060,장원순대,전북 군산시 산북로 32-3,미성동
3061,송가네불타는솥뚜껑,전북 군산시 지곡로 15,수송동
3062,처갓집통닭,전북 군산시 상나운로 86,나운1동
3063,혜원보양옥,전북 군산시 대야면 백마길 15-3,대야면
3064,피자랑떡볶이랑,전북 군산시 팔마로 184,흥남동
3065,서울부대찌게,전북 군산시 칠성7길 121,소룡동
3066,하제방파제회집,전북 군산시 삼화길 40,신풍동
3067,길거리야,전북 군산시 나운2길 34,나운2동
3068,와바통닭,전북 군산시 풍남길 41-2,삼학동
3069,금호떡방아간,전북 군산시 번영로 229,개정동
3070,고창집,전북 군산시 대명3길 7-2,흥남동
3071,분식의달인,전북 군산시 칠성4길 20,나운3동
3072,다래,전북 군산시 상신5길 4,나운1동
3073,등불식당,전북 군산시 명산길 7-2,월명동
3074,명동국수,전북 군산시 조촌4길 27,조촌동
3075,햇살마루청둥오리,전북 군산시 양안로 76,조촌동
3076,느티나무,전북 군산시 상지곡안2길 18,수송동
3077,청담즉석숯불장어구이,전북 군산시 상지곡3길 46,수송동
3078,테마가든,전북 군산시 옥구읍 옥구남로 66,옥구읍
3079,정다운횟집,전북 군산시 옥도면 신시도길 78,옥도면
3080,서울집,전북 군산시 미원로 83,삼학동
3081,엔제리너스,전북 군산시 대학로 549,나운3동
3082,홍윤베이커리,전북 군산시 축동안길 40,수송동
3083,주막곱창,전북 군산시 중정길 65-7,월명동
3084,나포리홍차가게,전북 군산시 나포면 혜곡길 49,나포면
3085,사랑삼계탕,전북 군산시 구영2길 44,월명동
3086,멧돌방,전북 군산시 금암3길 3,중앙동
3087,학교종이땡땡땡바지락손칼국수,전북 군산시 공항로 77,소룡동
3088,봉이네맛집,전북 군산시 임피면 임피2길 50,임피면
3089,세레트커피숍,전북 군산시 대학로 398,나운3동
3090,경원상회,전북 군산시 대명길 14-2,흥남동
3091,소영생고깃간,전북 군산시 칠성6길 165,소룡동
3092,청화,전북 군산시 동메2길 23-3,수송동
3093,옹고집쌈밥,전북 군산시 나포면 서왕길 34,나포면
3094,유명순대국밥,전북 군산시 기와골3길 7,삼학동
3095,터미널분식,전북 군산시 해망로 18,경암동
3096,미투통닭,전북 군산시 임피면 임피성내길 6,임피면
3097,영화다방,전북 군산시 대학로 7,월명동
3098,금강,전북 군산시 백릉로 222,조촌동
3099,수송반점,전북 군산시 동메3길 23,흥남동
3100,신우식당2호점소머리국밥,전북 군산시 조촌4길 32,조촌동
3101,참스큐,전북 군산시 구시장로 70,중앙동
3102,김밥천국,전북 군산시 서수송안1길 1,나운2동
3103,가본식당,전북 군산시 동팔마길 40,흥남동
3104,세광떡방아간,전북 군산시 하나운1길 30-1,나운1동
3105,배스킨라빈스,전북 군산시 하나운로 63,나운2동
3106,황가네통닭,전북 군산시 하나운안1길 51,나운1동
3107,왕서방,전북 군산시 팔마로 190,흥남동
3108,맛조은세상분식,전북 군산시 설림4길 23-1,소룡동
3109,월명장례예식장식당,전북 군산시 미룡갈마길 75,나운3동
3110,동아리꼬치구이,전북 군산시 공단대로 571,소룡동
3111,센스,전북 군산시 하신2길 16-4,나운1동
3112,양지식당,전북 군산시 옥도면 어청도길 55-1,옥도면
3113,공단자매식당,전북 군산시 옥구읍 광월안길 7,옥구읍
3114,빵을굽는아저씨,전북 군산시 공단대로 563,소룡동
3115,삼우떡방앗간,전북 군산시 축동안2길 47,나운2동
3116,장터국수,전북 군산시 대야면 번영로 907,대야면
3117,호박,전북 군산시 중앙로 76-13,흥남동
3118,우정식당,전북 군산시 조촌4길 34-4,조촌동
3119,소문난떡집,전북 군산시 백토로 110,나운2동
3120,신세대다방,전북 군산시 부원로 15,나운3동
3121,동원분식,전북 군산시 옥서면 선연길 5,옥서면
3122,신화닭발,전북 군산시 대학로 151,신풍동
3123,내고향민속촌,전북 군산시 팔마로 77,흥남동
3124,야자수,전북 군산시 대명1길 8-2,흥남동
3125,아까페,전북 군산시 시청로 16,조촌동
3126,솔백,전북 군산시 수송안2길 5,수송동
3127,해변식당,전북 군산시 옥도면 선유북길 125,옥도면
3128,천리향,전북 군산시 조촌3길 29,조촌동
3129,장충동비엔에프,전북 군산시 백토로 215,수송동
3130,상하이반점,전북 군산시 진포로 245,경암동
3131,나무,전북 군산시 황룡안길 16,나운3동
3132,금의환향,전북 군산시 구영7길 78,월명동
3133,우리김밥,전북 군산시 경암로 48,경암동
3134,희망다방,전북 군산시 대학로 205,신풍동
3135,희락,전북 군산시 구영7길 73,월명동
3136,입분이순대집,전북 군산시 진포로 169,조촌동
3137,오병이어,전북 군산시 조촌로 74,조촌동
3138,대우회관,전북 군산시 자유로 117-38,소룡동
3139,부엉이분식,전북 군산시 진포로 239,경암동
3140,지리산갈비마을,전북 군산시 상신5길 5,나운1동
3141,명승지,전북 군산시 상지곡안3길 30-8,수송동
3142,한빛싱싱회마당,전북 군산시 옥도면 야미도4길 44,옥도면
3143,한일다방,전북 군산시 서수면 아이1길 48,서수면
3144,학다방,전북 군산시 미원로 130,흥남동
3145,황진이크럽,전북 군산시 죽성로 55,중앙동
3146,등대회집,전북 군산시 동메1길 12-3,수송동
3147,예닮가,전북 군산시 옥구읍 옥구로 24,옥구읍
3148,싱글앤싱글,전북 군산시 동수송2길 19,수송동
3149,자매식당,전북 군산시 상지곡안3길 6,수송동
3150,치킨하우스,전북 군산시 두란뜸2길 3,개정동
3151,서해해물탕,전북 군산시 비응3길 28,소룡동
3152,미원통닭,전북 군산시 풍문3길 36,흥남동
3153,순대마을,전북 군산시 중정1길 9,월명동
3154,거북다방,전북 군산시 소룡길 48,소룡동
3155,선다방,전북 군산시 구암3.1로 212,구암동
3156,와!갈비,전북 군산시 수송7길 20,수송동
3157,낙지한마당,전북 군산시 새만금북로 297,소룡동
3158,영빈각,전북 군산시 상신1길 7,나운1동
3159,월명스넥,전북 군산시 비응로 6,소룡동
3160,군산다방,전북 군산시 옥도면 어청도길 63-1,옥도면
3161,김제식당,전북 군산시 해망로 17-7,흥남동
3162,영신옥,전북 군산시 조촌4길 80,조촌동
3163,장터마을,전북 군산시 하나운3길 5,나운1동
3164,소라다방,전북 군산시 내항2길 293,해신동
3165,지정환임실치즈피자,전북 군산시 나운로 69,나운2동
3166,돼지코생곱창갈비,전북 군산시 신설로 15,나운1동
3167,육회구천구백냥,전북 군산시 월명로 233,수송동
3168,미림,전북 군산시 검다메1길 17-4,조촌동
3169,천정도시락,전북 군산시 백릉4길 8,조촌동
3170,향다방,전북 군산시 미원로 95,흥남동
3171,참대박,전북 군산시 요죽4길 54,소룡동
3172,군산함흥냉면,전북 군산시 상나운안길 11,나운1동
3173,밀파소,전북 군산시 옥도면 선유도1길 238-7,옥도면
3174,만두한판,전북 군산시 양안로 137,조촌동
3175,새만금횟집,전북 군산시 비응안7길 13,소룡동
3176,호반식당,전북 군산시 은파순환길 88,나운3동
3177,중동연탄구이,전북 군산시 구암3.1로 56,경암동
3178,퀸다방,전북 군산시 조촌안3길 24-3,조촌동
3179,연지식당,전북 군산시 조촌안3길 19,조촌동
3180,원조남원옥,전북 군산시 진포로 160,조촌동
3181,진미통닭,전북 군산시 회현면 회현로 180,회현면
3182,피자굼터,전북 군산시 부골2길 52,조촌동
3183,만흥집,전북 군산시 동신영길 21-1,중앙동
3184,금강식당,전북 군산시 진포로 210,경암동
3185,옥류관,전북 군산시 상지곡안2길 17-5,수송동
3186,똘이네집,전북 군산시 해망로 146-33,중앙동
3187,대성칼국수,전북 군산시 서래로 46-1,중앙동
3188,장국명가,전북 군산시 새터길 25,구암동
3189,로얄다방,전북 군산시 옥도면 어청도1길 9-6,옥도면
3190,파리바게뜨,전북 군산시 수송로 137,나운2동
3191,국일분식,전북 군산시 구영7길 66-5,월명동
3192,레트로키친,전북 군산시 동수송2길 7,수송동
3193,오성가든,전북 군산시 성산면 둔덕1길 19,성산면
3194,하바드치킨,전북 군산시 문화로 36,나운2동
3195,선미집,전북 군산시 양안로 47,조촌동
3196,유유카페,전북 군산시 미룡로 75,나운3동
3197,번영분식,전북 군산시 중앙로 225-1,해신동
3198,본가,전북 군산시 조촌4길 30-5,조촌동
3199,이어도,전북 군산시 대명3길 31,흥남동
3200,골목떡집,전북 군산시 대명3길 11,흥남동
3201,멕시칸치킨,전북 군산시 서흥길 45,흥남동
3202,청기와아구,전북 군산시 백릉로 92,조촌동
3203,거북이왕만두김밥,전북 군산시 신설로 2,나운1동
3204,푸른가든,전북 군산시 성산면 식천3길 6,성산면
3205,수암다방,전북 군산시 중앙로 75,흥남동
3206,최고떡방아간,전북 군산시 대야면 회미로 1064-1,대야면
3207,흑룡각,전북 군산시 아리랑로 20,월명동
3208,핫데이,전북 군산시 하신2길 16-4,나운1동
3209,용다방,전북 군산시 구시장로 51,중앙동
3210,약속다방,전북 군산시 대야면 석화로 3,대야면
3211,부안떡방앗간,전북 군산시 청소년회관로 30,신풍동
3212,그린필드,전북 군산시 중정길 5,월명동
3213,명집,전북 군산시 백토로 3,신풍동
3214,시골양념통닭,전북 군산시 풍마길 21,흥남동
3215,군산떡집,전북 군산시 구암3.1로 9,흥남동
3216,우리떡갈비,전북 군산시 백토로 36,신풍동
3217,비목다방,전북 군산시 미원로 125,흥남동
3218,시골순대,전북 군산시 진포로 177-2,조촌동
3219,명가해장국,전북 군산시 칠성6길 109,미성동
3220,역전야식,전북 군산시 대야면 백마길 13,대야면
3221,고래면옥,전북 군산시 나운5길 8,나운2동
3222,바나나팩토리,전북 군산시 개정면 번영로 461,개정면
3223,59피자,전북 군산시 축동로 42,수송동
3224,우진기름떡방아간,전북 군산시 문화3길 19,신풍동
3225,코오롱가든,전북 군산시 소룡안3길 31,소룡동
3226,메니아,전북 군산시 동아로 148,미성동
3227,신성떡방아간,전북 군산시 신성길 15,미성동
3228,하루오뎅,전북 군산시 황룡안길 21-3,나운3동
3229,국수리아,전북 군산시 월명로 485,월명동
3230,명가떡집,전북 군산시 칠성안2길 94-5,소룡동
3231,찜마을이야기,전북 군산시 진포로 210,경암동
3232,스마일스넥,전북 군산시 신설로 47,나운1동
3233,효성다방,전북 군산시 동팔마길 41,흥남동
3234,정짜장,전북 군산시 동아로 146-4,미성동
3235,성심베이커리,전북 군산시 대야면 장자골길 87-29,대야면
3236,또와김밥,전북 군산시 나운로 46,나운1동
3237,경포노래주점,전북 군산시 구암3.1로 70-1,경암동
3238,원창식당,전북 군산시 내항2길 319,해신동
3239,경기횟집,전북 군산시 내항2길 216,해신동
3240,커플토스트,전북 군산시 중앙로 172-1,월명동
3241,3학년5반,전북 군산시 공단대로 621,소룡동
3242,또리분식,전북 군산시 거석길 15,월명동
3243,석봉토스트,전북 군산시 임피면 호원대3길 51,임피면
3244,나무그늘,전북 군산시 서수송1길 24,나운2동
3245,솔잎향기다방,전북 군산시 구암3.1로 88,경암동
3246,럭비공과농구잔,전북 군산시 부골1길 31,조촌동
3247,가야궁영미네홍탁,전북 군산시 은파순환길 174-8,나운3동
3248,잼,전북 군산시 임사길 71,미성동
